time,lat,lon,AL-BB-DH,AL-BB-DH-ERR,quality_flag
2020-06-10,47.5,5.0,0.1647,0.0028,5.0
2020-06-10,47.5,5.050003,0.1876,0.0031,5.0
2020-06-10,47.5,5.0999985,0.1934,0.0033,5.0
2020-06-10,47.5,5.1500015,0.1885,0.0032,5.0
2020-06-10,47.5,5.2000046,0.1886,0.0033,5.0
2020-06-10,47.5,5.25,0.1803,0.0031,5.0
2020-06-10,47.5,5.300003,0.1795,0.0031,5.0
2020-06-10,47.5,5.3499985,0.1878,0.0032,5.0
2020-06-10,47.5,5.4000015,0.1892,0.0031,5.0
2020-06-10,47.5,5.4500046,0.1773,0.003,5.0
2020-06-10,47.5,5.5,0.1736,0.003,5.0
2020-06-10,47.5,5.550003,0.1753,0.0029,5.0
2020-06-10,47.5,5.5999985,0.1823,0.0029,5.0
2020-06-10,47.5,5.6500015,0.1839,0.0029,5.0
2020-06-10,47.5,5.7000046,0.1729,0.0028,5.0
2020-06-10,47.5,5.75,0.1743,0.0029,5.0
2020-06-10,47.5,5.800003,0.1748,0.0029,5.0
2020-06-10,47.5,5.8499985,0.1809,0.0029,5.0
2020-06-10,47.5,5.9000015,0.1847,0.0029,5.0
2020-06-10,47.5,5.9500046,0.1812,0.0029,5.0
2020-06-10,47.5,6.0,0.1749,0.0029,5.0
2020-06-10,47.5,6.050003,0.1657,0.0028,5.0
2020-06-10,47.5,6.0999985,0.168,0.0029,5.0
2020-06-10,47.5,6.1500015,0.1701,0.0028,5.0
2020-06-10,47.5,6.2000046,0.1744,0.0029,5.0
2020-06-10,47.5,6.25,0.1801,0.0029,5.0
2020-06-10,47.5,6.300003,0.1774,0.0029,5.0
2020-06-10,47.5,6.3499985,0.1762,0.0029,5.0
2020-06-10,47.5,6.4000015,0.1728,0.0028,5.0
2020-06-10,47.5,6.4500046,0.1711,0.0029,5.0
2020-06-10,47.5,6.5,0.1737,0.0029,5.0
2020-06-10,47.5,6.550003,0.1722,0.0028,5.0
2020-06-10,47.5,6.5999985,0.1672,0.0028,5.0
2020-06-10,47.5,6.6500015,0.1674,0.0028,5.0
2020-06-10,47.5,6.7000046,0.1617,0.0027,5.0
2020-06-10,47.5,6.75,0.1592,0.0027,5.0
2020-06-10,47.5,6.800003,0.1507,0.0025,5.0
2020-06-10,47.5,6.8499985,0.1491,0.0025,5.0
2020-06-10,47.5,6.9000015,0.1541,0.0026,5.0
2020-06-10,47.5,6.9500046,0.1599,0.0027,5.0
2020-06-10,47.5,7.0,0.1715,0.0027,5.0
2020-06-10,47.5,7.050003,0.1681,0.0027,5.0
2020-06-10,47.5,7.0999985,0.1741,0.0027,5.0
2020-06-10,47.5,7.1500015,0.1769,0.0028,5.0
2020-06-10,47.5,7.2000046,0.1687,0.0027,5.0
2020-06-10,47.5,7.25,0.1746,0.0028,5.0
2020-06-10,47.5,7.300003,0.1666,0.0027,5.0
2020-06-10,47.5,7.3499985,0.172,0.0028,5.0
2020-06-10,47.5,7.4000015,0.1779,0.0029,5.0
2020-06-10,47.5,7.4500046,0.175,0.0028,5.0
2020-06-10,47.5,7.5,0.1743,0.0028,5.0
2020-06-10,47.5,7.550003,0.1497,0.0026,5.0
2020-06-10,47.5,7.5999985,0.1367,0.0025,5.0
2020-06-10,47.5,7.6500015,0.1474,0.0027,5.0
2020-06-10,47.5,7.7000046,0.1611,0.0027,5.0
2020-06-10,47.5,7.75,0.1609,0.0027,5.0
2020-06-10,47.5,7.800003,0.1608,0.0027,5.0
2020-06-10,47.5,7.8499985,0.1643,0.0027,5.0
2020-06-10,47.5,7.9000015,0.1659,0.0027,5.0
2020-06-10,47.5,7.9500046,0.169,0.0027,5.0
2020-06-10,47.5,8.0,0.173,0.0027,5.0
2020-06-10,47.5,8.050003,0.1707,0.0027,5.0
2020-06-10,47.5,8.099998,0.1655,0.0026,5.0
2020-06-10,47.5,8.150002,0.1639,0.0025,5.0
2020-06-10,47.5,8.200005,0.1542,0.0024,5.0
2020-06-10,47.5,8.25,0.1485,0.0024,5.0
2020-06-10,47.5,8.300003,0.1433,0.0023,5.0
2020-06-10,47.5,8.349998,0.147,0.0024,5.0
2020-06-10,47.5,8.400002,0.1529,0.0025,5.0
2020-06-10,47.5,8.450005,0.1635,0.0026,5.0
2020-06-10,47.5,8.5,0.1629,0.0026,5.0
2020-06-10,47.5,8.550003,0.1589,0.0026,5.0
2020-06-10,47.5,8.599998,0.1505,0.0025,5.0
2020-06-10,47.5,8.650002,0.1536,0.0025,5.0
2020-06-10,47.5,8.700005,0.1552,0.0026,5.0
2020-06-10,47.5,8.75,0.1441,0.0024,5.0
2020-06-10,47.5,8.800003,0.1543,0.0025,5.0
2020-06-10,47.5,8.849998,0.1559,0.0026,5.0
