time,lat,lon,AL-BB-DH,AL-BB-DH-ERR,quality_flag
2023-06-10,47.5,5.0,0.1592,0.0027,5.0
2023-06-10,47.5,5.050003,0.20090000000000002,0.0035,5.0
2023-06-10,47.5,5.0999985,0.21780000000000002,0.0038,5.0
2023-06-10,47.5,5.1500015,0.21300000000000002,0.0037,5.0
2023-06-10,47.5,5.2000046,0.2139,0.0037,5.0
2023-06-10,47.5,5.25,0.1888,0.0032,5.0
2023-06-10,47.5,5.300003,0.1854,0.003,5.0
2023-06-10,47.5,5.3499985,0.19060000000000002,0.0031000000000000003,5.0
2023-06-10,47.5,5.4000015,0.183,0.0029000000000000002,5.0
2023-06-10,47.5,5.4500046,0.1837,0.0029000000000000002,5.0
2023-06-10,47.5,5.5,0.18660000000000002,0.003,5.0
2023-06-10,47.5,5.550003,0.1771,0.0028,5.0
2023-06-10,47.5,5.5999985,0.182,0.0029000000000000002,5.0
2023-06-10,47.5,5.6500015,0.1799,0.0028,5.0
2023-06-10,47.5,5.7000046,0.16490000000000002,0.0026000000000000003,5.0
2023-06-10,47.5,5.75,0.1568,0.0025,5.0
2023-06-10,47.5,5.800003,0.1573,0.0025,5.0
2023-06-10,47.5,5.8499985,0.16970000000000002,0.0026000000000000003,5.0
2023-06-10,47.5,5.9000015,0.1734,0.0027,5.0
2023-06-10,47.5,5.9500046,0.1718,0.0027,5.0
2023-06-10,47.5,6.0,0.16690000000000002,0.0027,5.0
2023-06-10,47.5,6.050003,0.15030000000000002,0.0024000000000000002,5.0
2023-06-10,47.5,6.0999985,0.1472,0.0024000000000000002,5.0
2023-06-10,47.5,6.1500015,0.15180000000000002,0.0024000000000000002,5.0
2023-06-10,47.5,6.2000046,0.1558,0.0025,5.0
2023-06-10,47.5,6.25,0.1652,0.0026000000000000003,5.0
2023-06-10,47.5,6.300003,0.1633,0.0026000000000000003,5.0
2023-06-10,47.5,6.3499985,0.15810000000000002,0.0025,5.0
2023-06-10,47.5,6.4000015,0.1577,0.0024000000000000002,5.0
2023-06-10,47.5,6.4500046,0.1587,0.0024000000000000002,5.0
2023-06-10,47.5,6.5,0.1626,0.0025,5.0
2023-06-10,47.5,6.550003,0.16,0.0024000000000000002,5.0
2023-06-10,47.5,6.5999985,0.1552,0.0024000000000000002,5.0
2023-06-10,47.5,6.6500015,0.1569,0.0024000000000000002,5.0
2023-06-10,47.5,6.7000046,0.1496,0.0023,5.0
2023-06-10,47.5,6.75,0.1463,0.0023,5.0
