lat,lon
44.4,7.7000046
45.35,12.150002
44.4,7.9500046
47.0,7.1500015
47.0,7.4000015
47.0,7.6500015
47.0,7.9000015
45.15,13.700005
45.15,13.950005
45.300003,14.0
45.300003,14.25
45.300003,14.5
45.300003,14.75
47.85,6.0
47.85,6.25
47.85,6.5
47.85,6.75
45.25,5.0
45.25,5.25
45.25,5.5
45.25,5.75
46.65,12.200005
46.65,12.450005
46.65,12.700005
47.700005,14.150002
47.700005,14.400002
47.700005,14.650002
47.700005,14.900002
47.800003,9.0
47.800003,9.25
47.800003,9.5
47.800003,9.75
44.65,12.099998
46.800003,13.0
46.800003,13.25
46.800003,13.5
46.800003,13.75
46.15,11.050003
46.15,11.300003
46.15,11.550003
47.200005,13.75
46.15,11.800003
44.35,11.200005
44.35,11.450005
44.35,11.700005
44.35,11.950005
47.5,7.2000046
47.5,7.4500046
47.5,7.7000046
47.5,7.9500046
46.300003,12.099998
46.300003,12.349998
46.300003,12.599998
46.300003,12.849998
45.200005,14.200005
45.200005,14.700005
45.200005,14.950005
44.5,9.050003
44.5,9.300003
44.5,9.550003
44.5,9.800003
47.4,5.0999985
47.4,5.3499985
47.4,5.5999985
47.4,5.8499985
46.75,5.1500015
46.75,5.4000015
46.75,5.6500015
46.75,5.9000015
47.6,14.0
47.6,14.25
47.6,14.5
47.6,14.75
46.1,8.200005
46.1,8.450005
46.1,8.950005
46.700005,13.200005
46.700005,13.450005
46.700005,13.700005
46.700005,13.950005
46.4,11.150002
46.4,11.400002
46.4,11.650002
46.4,11.900002
45.950005,5.0
45.950005,5.25
45.950005,5.5
45.950005,5.75
47.1,13.599998
45.1,7.2000046
45.1,7.4500046
45.1,7.7000046
45.1,7.9500046
47.75,12.099998
47.75,12.349998
47.75,12.599998
47.75,12.849998
46.200005,12.050003
46.200005,12.300003
46.200005,12.550003
47.050003,6.050003
47.050003,6.300003
47.050003,6.550003
47.050003,6.800003
46.25,6.050003
46.25,6.300003
46.25,6.550003
44.75,9.150002
44.75,9.400002
44.75,9.650002
44.75,9.900002
45.85,14.150002
45.85,14.400002
45.85,14.650002
46.6,6.2000046
46.6,6.4500046
46.6,6.7000046
46.6,6.9500046
45.85,14.900002
45.65,11.450005
45.65,11.700005
45.65,11.950005
45.35,13.75
47.35,12.200005
47.35,12.450005
47.35,12.700005
47.35,12.950005
44.450005,12.200005
45.15,14.050003
45.15,14.300003
45.15,14.550003
45.15,14.800003
45.75,7.25
45.75,7.75
46.0,5.0
46.0,5.25
46.0,5.5
46.0,5.75
46.65,13.050003
46.65,13.300003
46.65,13.550003
46.65,13.800003
44.85,13.950005
46.800003,14.099998
46.800003,14.349998
46.800003,14.599998
46.800003,14.849998
45.200005,5.0999985
45.200005,5.3499985
45.200005,5.5999985
45.200005,5.8499985
45.1,11.200005
47.200005,14.099998
47.200005,14.349998
47.200005,14.599998
47.200005,14.849998
45.1,11.450005
45.1,11.700005
45.1,11.950005
44.35,12.050003
44.35,12.300003
47.9,7.0999985
47.9,7.3499985
47.9,7.5999985
47.9,7.8499985
45.050003,14.700005
45.050003,14.950005
44.300003,6.0
44.300003,6.25
44.300003,6.5
47.25,10.650002
47.25,10.900002
46.6,10.950005
46.9,13.900002
46.9,13.400002
46.9,13.650002
46.1,9.050003
46.1,9.550003
46.700005,14.800003
46.700005,14.050003
46.700005,14.300003
46.700005,14.550003
47.550003,8.050003
47.550003,8.300003
47.550003,8.550003
47.550003,8.800003
46.4,12.0
46.4,12.25
46.4,12.5
46.4,12.75
45.0,7.0999985
45.0,7.3499985
45.0,7.5999985
45.0,7.8499985
45.65,6.0999985
45.65,6.3499985
44.75,10.0
44.75,10.25
44.75,10.5
44.75,10.75
47.85,14.200005
47.85,14.450005
47.85,14.700005
47.85,14.950005
44.950005,14.450005
44.950005,14.700005
44.950005,14.950005
47.300003,6.0999985
47.300003,6.3499985
47.300003,6.5999985
47.300003,6.8499985
44.65,12.150002
45.35,14.099998
45.35,14.349998
45.35,14.599998
45.35,14.849998
47.35,13.050003
47.35,13.300003
47.300003,8.150002
47.300003,8.400002
47.300003,8.650002
47.300003,8.900002
46.300003,12.150002
46.300003,12.400002
46.300003,12.650002
