time,lat,lon,AL-BB-DH,AL-BB-DH-ERR,quality_flag
2009-06-10,48.0,5.0,0.1743,0.0036000000000000003,5.0
2009-06-10,48.0,5.050003,0.1731,0.0037,5.0
2009-06-10,48.0,5.0999985,0.19,0.0038,5.0
2009-06-10,48.0,5.1500015,0.1945,0.0039000000000000003,5.0
2009-06-10,48.0,5.2000046,0.1938,0.0038,5.0
2009-06-10,48.0,5.25,0.1932,0.0037,5.0
2009-06-10,48.0,5.300003,0.20020000000000002,0.0037,5.0
2009-06-10,48.0,5.3499985,0.2016,0.0037,5.0
2009-06-10,48.0,5.4000015,0.2082,0.0036000000000000003,5.0
2009-06-10,48.0,5.4500046,0.21180000000000002,0.0037,5.0
2009-06-10,48.0,5.5,0.21730000000000002,0.0037,5.0
2009-06-10,48.0,5.550003,0.2172,0.0037,5.0
2009-06-10,48.0,5.5999985,0.2074,0.0037,5.0
2009-06-10,48.0,5.6500015,0.18910000000000002,0.0036000000000000003,5.0
2009-06-10,48.0,5.7000046,0.19340000000000002,0.0035,5.0
2009-06-10,48.0,5.75,0.19590000000000002,0.0035,5.0
2009-06-10,48.0,5.800003,0.1962,0.0034000000000000002,5.0
2009-06-10,48.0,5.8499985,0.20120000000000002,0.0033,5.0
2009-06-10,48.0,5.9000015,0.20320000000000002,0.0033,5.0
2009-06-10,48.0,5.9500046,0.201,0.0033,5.0
2009-06-10,48.0,6.0,0.1845,0.0032,5.0
2009-06-10,48.0,6.050003,0.18330000000000002,0.0032,5.0
2009-06-10,48.0,6.0999985,0.1821,0.0032,5.0
2009-06-10,48.0,6.1500015,0.1773,0.0031000000000000003,5.0
2009-06-10,48.0,6.2000046,0.1778,0.0032,5.0
2009-06-10,48.0,6.25,0.1729,0.0032,5.0
2009-06-10,48.0,6.300003,0.1752,0.0034000000000000002,5.0
2009-06-10,48.0,6.3499985,0.1714,0.0035,5.0
2009-06-10,48.0,6.4000015,0.1777,0.0036000000000000003,5.0
2009-06-10,48.0,6.4500046,0.17650000000000002,0.0039000000000000003,5.0
2009-06-10,48.0,6.5,0.1605,0.004,5.0
2009-06-10,48.0,6.550003,0.1394,0.0039000000000000003,5.0
2009-06-10,48.0,6.5999985,0.1497,0.0044,5.0
2009-06-10,48.0,6.6500015,0.1358,0.0044,5.0
2009-06-10,48.0,6.7000046,0.15,0.0048000000000000004,5.0
2009-06-10,48.0,6.75,0.1641,0.0049,5.0
2009-06-10,48.0,6.800003,0.1748,0.0051,5.0
2009-06-10,48.0,6.8499985,0.1666,0.005200000000000001,5.0
2009-06-10,48.0,6.9000015,0.1449,0.0054,5.0
2009-06-10,48.0,6.9500046,0.15610000000000002,0.005200000000000001,5.0
2009-06-10,48.0,7.0,0.1587,0.0059,5.0
2009-06-10,48.0,7.050003,0.15760000000000002,0.0057,5.0
2009-06-10,48.0,7.0999985,0.1553,0.005200000000000001,5.0
2009-06-10,48.0,7.1500015,0.1427,0.0045000000000000005,5.0
2009-06-10,48.0,7.2000046,0.15910000000000002,0.0035,5.0
2009-06-10,48.0,7.25,0.1703,0.0035,5.0
2009-06-10,48.0,7.300003,0.1769,0.0035,5.0
2009-06-10,48.0,7.3499985,0.1817,0.0034000000000000002,5.0
2009-06-10,48.0,7.4000015,0.18680000000000002,0.0035,5.0
2009-06-10,48.0,7.4500046,0.188,0.0034000000000000002,5.0
2009-06-10,48.0,7.5,0.1903,0.0034000000000000002,5.0
2009-06-10,48.0,7.550003,0.1711,0.0032,5.0
2009-06-10,48.0,7.5999985,0.1635,0.0031000000000000003,5.0
2009-06-10,48.0,7.6500015,0.1804,0.0034000000000000002,5.0
2009-06-10,48.0,7.7000046,0.1831,0.0035,5.0
2009-06-10,48.0,7.75,0.1666,0.0036000000000000003,5.0
2009-06-10,48.0,7.800003,0.1618,0.004200000000000001,5.0
2009-06-10,48.0,7.8499985,0.1315,0.005,5.0
2009-06-10,48.0,7.9000015,0.1516,0.0053,5.0
2009-06-10,48.0,7.9500046,0.1531,0.0055000000000000005,5.0
2009-06-10,48.0,8.0,0.12990000000000002,0.0059,5.0
2009-06-10,48.0,8.050003,0.1413,0.0061,5.0
2009-06-10,48.0,8.099998,0.1652,0.0055000000000000005,5.0
2009-06-10,48.0,8.150002,0.1633,0.0051,5.0
2009-06-10,48.0,8.200005,0.15080000000000002,0.0049,5.0
2009-06-10,48.0,8.25,0.1337,0.0051,5.0
2009-06-10,48.0,8.300003,0.1165,0.0051,5.0
2009-06-10,48.0,8.349998,0.1268,0.0051,5.0
2009-06-10,48.0,8.400002,0.1492,0.0047,5.0
2009-06-10,48.0,8.450005,0.1902,0.0056,5.0
2009-06-10,48.0,8.5,0.20750000000000002,0.0061,5.0
2009-06-10,48.0,8.550003,0.2131,0.006200000000000001,5.0
2009-06-10,48.0,8.599998,0.1938,0.006200000000000001,5.0
2009-06-10,48.0,8.650002,0.1744,0.0058000000000000005,5.0
2009-06-10,48.0,8.700005,0.1535,0.0059,5.0
2009-06-10,48.0,8.75,0.14650000000000002,0.0058000000000000005,5.0
2009-06-10,48.0,8.800003,0.15560000000000002,0.005200000000000001,5.0
2009-06-10,48.0,8.849998,0.1668,0.005200000000000001,5.0
2009-06-10,48.0,8.900002,0.1741,0.005200000000000001,5.0
2009-06-10,48.0,8.950005,0.1882,0.005,5.0
2009-06-10,48.0,9.0,0.2048,0.0047,5.0
2009-06-10,48.0,9.050003,0.20090000000000002,0.0045000000000000005,5.0
2009-06-10,48.0,9.099998,0.18100000000000002,0.0041,5.0
2009-06-10,48.0,9.150002,0.1763,0.004,5.0
2009-06-10,48.0,9.200005,0.17900000000000002,0.004,5.0
2009-06-10,48.0,9.25,0.1695,0.0039000000000000003,5.0
2009-06-10,48.0,9.300003,0.16840000000000002,0.0038,5.0
2009-06-10,48.0,9.349998,0.188,0.004,5.0
2009-06-10,48.0,9.400002,0.18710000000000002,0.004,5.0
2009-06-10,48.0,9.450005,0.18430000000000002,0.0039000000000000003,5.0
2009-06-10,48.0,9.5,0.1943,0.0041,5.0
2009-06-10,48.0,9.550003,0.1966,0.004,5.0
2009-06-10,48.0,9.599998,0.19990000000000002,0.0039000000000000003,5.0
2009-06-10,48.0,9.650002,0.1945,0.004,5.0
2009-06-10,48.0,9.700005,0.1938,0.004,5.0
2009-06-10,48.0,9.75,0.19410000000000002,0.004,5.0
2009-06-10,48.0,9.800003,0.19720000000000001,0.004,5.0
2009-06-10,48.0,9.849998,0.19110000000000002,0.004200000000000001,5.0
2009-06-10,48.0,9.900002,0.1956,0.004200000000000001,5.0
2009-06-10,48.0,9.950005,0.2005,0.0044,5.0
2009-06-10,48.0,10.0,0.1882,0.0043,5.0
2009-06-10,48.0,10.050003,0.1784,0.0041,5.0
2009-06-10,48.0,10.099998,0.19440000000000002,0.004200000000000001,5.0
2009-06-10,48.0,10.150002,0.19460000000000002,0.0044,5.0
2009-06-10,48.0,10.200005,0.2078,0.0047,5.0
2009-06-10,48.0,10.25,0.2066,0.0046,5.0
2009-06-10,48.0,10.300003,0.20370000000000002,0.0044,5.0
2009-06-10,48.0,10.349998,0.2162,0.0047,5.0
2009-06-10,48.0,10.400002,0.2124,0.0044,5.0
2009-06-10,48.0,10.450005,0.2139,0.004200000000000001,5.0
2009-06-10,48.0,10.5,0.20320000000000002,0.0041,5.0
2009-06-10,48.0,10.550003,0.2041,0.0041,5.0
2009-06-10,48.0,10.599998,0.20600000000000002,0.0041,5.0
2009-06-10,48.0,10.650002,0.2,0.0041,5.0
2009-06-10,48.0,10.700005,0.2081,0.004200000000000001,5.0
2009-06-10,48.0,10.75,0.1928,0.0044,5.0
2009-06-10,48.0,10.800003,0.1874,0.0045000000000000005,5.0
2009-06-10,48.0,10.849998,0.1826,0.004200000000000001,5.0
2009-06-10,48.0,10.900002,0.1827,0.0041,5.0
2009-06-10,48.0,10.950005,0.197,0.0044,5.0
2009-06-10,48.0,11.0,0.18860000000000002,0.0041,5.0
2009-06-10,48.0,11.050003,0.17950000000000002,0.0039000000000000003,5.0
2009-06-10,48.0,11.099998,0.1041,0.033,7.0
2009-06-10,48.0,11.150002,0.14500000000000002,0.0067,5.0
2009-06-10,48.0,11.200005,0.1784,0.0055000000000000005,5.0
2009-06-10,48.0,11.25,0.1804,0.005,5.0
2009-06-10,48.0,11.300003,0.1479,0.007500000000000001,5.0
2009-06-10,48.0,11.349998,0.1264,0.0053,5.0
2009-06-10,48.0,11.400002,0.1622,0.0059,5.0
2009-06-10,48.0,11.450005,0.1696,0.0046,5.0
2009-06-10,48.0,11.5,0.1617,0.0053,5.0
2009-06-10,48.0,11.550003,0.163,0.0057,5.0
2009-06-10,48.0,11.599998,0.1547,0.0058000000000000005,5.0
2009-06-10,48.0,11.650002,0.165,0.0057,5.0
2009-06-10,48.0,11.700005,0.1532,0.0054,5.0
2009-06-10,48.0,11.75,0.15610000000000002,0.0051,5.0
2009-06-10,48.0,11.800003,0.1671,0.0057,5.0
2009-06-10,48.0,11.849998,0.18100000000000002,0.0055000000000000005,5.0
2009-06-10,48.0,11.900002,0.186,0.0055000000000000005,5.0
2009-06-10,48.0,11.950005,0.18430000000000002,0.006,5.0
2009-06-10,48.0,12.0,0.18710000000000002,0.0056,5.0
2009-06-10,48.0,12.050003,0.18330000000000002,0.0054,5.0
2009-06-10,48.0,12.099998,0.1773,0.0054,5.0
2009-06-10,48.0,12.150002,0.18330000000000002,0.0049,5.0
2009-06-10,48.0,12.200005,0.1724,0.0049,5.0
2009-06-10,48.0,12.25,0.162,0.0051,5.0
2009-06-10,48.0,12.300003,0.1809,0.0054,5.0
2009-06-10,48.0,12.349998,0.1794,0.0054,5.0
2009-06-10,48.0,12.400002,0.1698,0.0051,5.0
2009-06-10,48.0,12.450005,0.1688,0.0051,5.0
2009-06-10,48.0,12.5,0.1711,0.0048000000000000004,5.0
2009-06-10,48.0,12.550003,0.18230000000000002,0.0046,5.0
2009-06-10,48.0,12.599998,0.1819,0.0047,5.0
2009-06-10,48.0,12.650002,0.18130000000000002,0.0049,5.0
2009-06-10,48.0,12.700005,0.18280000000000002,0.005,5.0
2009-06-10,48.0,12.75,0.17900000000000002,0.005,5.0
2009-06-10,48.0,12.800003,0.1784,0.0049,5.0
2009-06-10,48.0,12.849998,0.1836,0.0049,5.0
2009-06-10,48.0,12.900002,0.1831,0.0047,5.0
2009-06-10,48.0,12.950005,0.1918,0.0048000000000000004,5.0
2009-06-10,48.0,13.0,0.1956,0.005,5.0
2009-06-10,48.0,13.050003,0.1869,0.0047,5.0
2009-06-10,48.0,13.099998,0.1766,0.0046,7.0
2009-06-10,48.0,13.150002,0.1826,0.0051,5.0
2009-06-10,48.0,13.200005,0.1769,0.0051,5.0
